symbol_id,seal_id,pc1,pc2,symbol_index,cluster_id
page162_M-505_B_c1_sym_029,page162_M-505_B_c1,-0.49471927,-0.6303814,29,30
page162_M-505_B_c1_sym_030,page162_M-505_B_c1,-1.378471,-1.1205591,30,9
page163_A-9_c0_sym_001,page163_A-9_c0,-0.105033405,-0.18612996,1,24
page163_M-506_A_bis_c0_sym_001,page163_M-506_A_bis_c0,-0.105033405,-0.18612996,1,24
page163_M-506_A_c0_sym_001,page163_M-506_A_c0,-0.105033405,-0.18612996,1,24
page163_M-507_A_c0_sym_001,page163_M-507_A_c0,-1.0104656,-0.99726546,1,10
page163_M-507_B_c1_sym_001,page163_M-507_B_c1,1.5432143,0.8738014,1,20
page163_M-507_B_c1_sym_002,page163_M-507_B_c1,0.06281779,-0.2853184,2,22
page163_M-507_B_c1_sym_003,page163_M-507_B_c1,0.5907603,0.08436397,3,29
page163_M-507_B_c1_sym_004,page163_M-507_B_c1,-0.95952326,-1.0097083,4,10
page163_M-507_B_c1_sym_005,page163_M-507_B_c1,4.7054687,3.351503,5,27
page163_M-507_B_c1_sym_006,page163_M-507_B_c1,-1.1173714,-1.1288925,6,10
page163_M-507_B_c1_sym_007,page163_M-507_B_c1,-1.0335925,-1.1167984,7,10
page163_M-507_B_c1_sym_008,page163_M-507_B_c1,0.86806947,0.2712982,8,29
page163_M-507_B_c1_sym_009,page163_M-507_B_c1,1.6812167,0.9046519,9,35
page163_M-507_B_c1_sym_010,page163_M-507_B_c1,0.16146299,-0.24795167,10,29
page163_M-507_B_c1_sym_011,page163_M-507_B_c1,-1.302822,-1.1526786,11,10
page163_M-507_B_c1_sym_012,page163_M-507_B_c1,-0.7150902,-0.80420095,12,30
page163_M-507_B_c1_sym_013,page163_M-507_B_c1,-0.85748774,-0.93761146,13,30
page163_M-507_B_c1_sym_014,page163_M-507_B_c1,0.2725052,-0.15116744,14,29
page163_M-507_B_c1_sym_015,page163_M-507_B_c1,0.39075926,-0.049790177,15,22
page163_M-507_B_c1_sym_016,page163_M-507_B_c1,-0.4134846,-0.65293115,16,1
page163_M-507_B_c1_sym_017,page163_M-507_B_c1,-2.8795242,-1.2888527,17,5
page163_M-507_B_c1_sym_018,page163_M-507_B_c1,-1.0529442,-1.1197317,18,10
page163_M-507_B_c1_sym_019,page163_M-507_B_c1,1.8756311,1.0176252,19,7
page163_M-507_B_c1_sym_020,page163_M-507_B_c1,0.17806056,-0.117738575,20,24
page163_M-507_B_c1_sym_021,page163_M-507_B_c1,-2.8664331,-1.287446,21,5
page163_M-507_B_c1_sym_022,page163_M-507_B_c1,-0.9851658,-1.0649923,22,10
page163_M-507_B_c1_sym_023,page163_M-507_B_c1,-1.2408534,-1.0757822,23,10
page163_M-507_B_c1_sym_024,page163_M-507_B_c1,0.28881618,-0.12005796,24,22
page163_M-507_B_c1_sym_025,page163_M-507_B_c1,0.28986672,-0.14493898,25,29
page163_M-507_B_c1_sym_026,page163_M-507_B_c1,-0.030021857,-0.28553966,26,24
page163_M-507_B_c1_sym_027,page163_M-507_B_c1,0.18303014,-0.23742245,27,22
page163_M-507_B_c1_sym_028,page163_M-507_B_c1,-0.93262184,-0.95529765,28,10
page163_M-507_B_c1_sym_029,page163_M-507_B_c1,-3.7452104,-1.2215669,29,28
page163_M-507_B_c1_sym_030,page163_M-507_B_c1,1.1485679,0.4838921,30,21
page163_M-507_B_c1_sym_031,page163_M-507_B_c1,-0.106151566,-0.3622271,31,1
page163_M-507_B_c1_sym_032,page163_M-507_B_c1,-3.2457154,-1.2356657,32,5
page163_M-507_B_c1_sym_033,page163_M-507_B_c1,0.85180664,0.2738,33,7
page163_M-507_B_c1_sym_034,page163_M-507_B_c1,0.5690598,0.03183286,34,29
page163_M-507_B_c1_sym_035,page163_M-507_B_c1,-1.1590556,-1.1365376,35,10
page163_M-507_B_c1_sym_036,page163_M-507_B_c1,0.26738042,-0.18189363,36,29
page163_M-507_B_c1_sym_037,page163_M-507_B_c1,1.511039,0.80286723,37,35
page163_M-507_B_c1_sym_038,page163_M-507_B_c1,1.0331708,0.42150936,38,38
page163_M-507_B_c1_sym_039,page163_M-507_B_c1,-1.0209851,-1.0592979,39,10
page163_M-507_B_c1_sym_040,page163_M-507_B_c1,-0.0991849,-0.4175894,40,1
page163_M-507_B_c1_sym_041,page163_M-507_B_c1,1.0646362,0.5041084,41,38
page163_M-507_B_c1_sym_042,page163_M-507_B_c1,-1.0961686,-1.1267849,42,10
page163_M-507_B_c1_sym_043,page163_M-507_B_c1,0.42135194,-0.019657774,43,22
page163_M-507_B_c1_sym_044,page163_M-507_B_c1,-4.2223063,-1.6246186,44,31
page163_M-507_B_c1_sym_045,page163_M-507_B_c1,0.17115183,-0.07341612,45,24
page163_M-507_B_c1_sym_046,page163_M-507_B_c1,-1.0300756,-1.1162311,46,10
page163_M-507_B_c1_sym_047,page163_M-507_B_c1,0.39143407,-0.0801055,47,22
page163_M-507_B_c1_sym_048,page163_M-507_B_c1,1.0255815,0.48092613,48,38
page163_M-507_B_c1_sym_049,page163_M-507_B_c1,0.19149782,-0.23420757,49,29
page163_M-507_B_c1_sym_050,page163_M-507_B_c1,-0.41235715,-0.6634655,50,1
page163_M-507_B_c1_sym_051,page163_M-507_B_c1,-1.1174451,-1.1292589,51,10
page163_M-507_B_c1_sym_052,page163_M-507_B_c1,-0.4815982,-0.6777169,52,30
page163_M-507_B_c1_sym_053,page163_M-507_B_c1,-1.0646958,-1.1217414,53,10
page163_M-507_B_c1_sym_054,page163_M-507_B_c1,-1.0136577,-1.1044909,54,10
page163_M-507_B_c1_sym_055,page163_M-507_B_c1,-1.0492965,-1.1190732,55,10
page164_M-512_B_c0_sym_001,page164_M-512_B_c0,0.5088585,0.05129687,1,22
page165_M-514_A_c0_sym_001,page165_M-514_A_c0,1.4390109,0.6759605,1,7
page165_M-514_A_c0_sym_002,page165_M-514_A_c0,-0.10880154,-0.40942168,2,1
page165_M-514_A_c0_sym_003,page165_M-514_A_c0,0.8598189,0.27798808,3,7
page165_M-514_A_c0_sym_004,page165_M-514_A_c0,1.5248992,0.7388666,4,21
page165_M-514_A_c0_sym_005,page165_M-514_A_c0,0.23796165,-0.16745278,5,22
page165_M-514_A_c0_sym_006,page165_M-514_A_c0,0.8832558,0.28353116,6,7
page165_M-514_A_c0_sym_007,page165_M-514_A_c0,0.154522,-0.22338012,7,22
page165_M-514_A_c0_sym_008,page165_M-514_A_c0,0.62762153,0.09212985,8,29
page165_M-514_A_c0_sym_009,page165_M-514_A_c0,1.5036048,0.7317561,9,7
page165_M-514_A_c0_sym_010,page165_M-514_A_c0,0.38106626,-0.047942944,10,22
page165_M-514_A_c0_sym_011,page165_M-514_A_c0,1.5318993,0.75380945,11,21
page165_M-514_A_c0_sym_012,page165_M-514_A_c0,0.97073114,0.36127964,12,7
page165_M-514_A_c0_sym_013,page165_M-514_A_c0,1.1299081,0.450894,13,7
page165_M-514_A_c0_sym_014,page165_M-514_A_c0,1.3221407,0.6010084,14,21
page165_M-514_A_c0_sym_015,page165_M-514_A_c0,0.16703898,-0.14836845,15,24
page165_M-514_A_c0_sym_016,page165_M-514_A_c0,-0.38334128,-0.53408575,16,1
page165_M-514_A_c0_sym_017,page165_M-514_A_c0,0.9696609,0.3467616,17,21
page165_M-514_A_c0_sym_018,page165_M-514_A_c0,1.1711345,0.4888125,18,21
page165_M-514_A_c0_sym_019,page165_M-514_A_c0,1.5786803,0.8082553,19,21
page165_M-516_A_c0_sym_001,page165_M-516_A_c0,5.1159577,3.606364,1,26
page165_M-516_B_c1_sym_001,page165_M-516_B_c1,5.1159577,3.606364,1,26
page165_M-5_c0_sym_001,page165_M-5_c0,5.545959,3.9552164,1,27
page165_M-5_S_c0_sym_001,page165_M-5_S_c0,5.545959,3.9552164,1,27
page167_M-521_A_c0_sym_001,page167_M-521_A_c0,0.96610546,0.37238663,1,29
page167_M-521_A_c0_sym_002,page167_M-521_A_c0,2.4859602,1.6329595,2,37
page167_M-522_A_c0_sym_001,page167_M-522_A_c0,0.96610546,0.37238663,1,29
page167_M-522_A_c0_sym_002,page167_M-522_A_c0,2.4859602,1.6329595,2,37
page167_M-523_A_c0_sym_001,page167_M-523_A_c0,0.96610546,0.37238663,1,29
page167_M-523_A_c0_sym_002,page167_M-523_A_c0,2.4859602,1.6329595,2,37
page167_M-524_A_c0_sym_001,page167_M-524_A_c0,2.412548,1.5542594,1,37
page168_M-526_A_c0_sym_001,page168_M-526_A_c0,3.6951077,2.5743668,1,3
page168_M-526_B_c1_sym_001,page168_M-526_B_c1,-0.9099735,-0.99227387,1,10
page168_M-527_A_c0_sym_001,page168_M-527_A_c0,3.6951077,2.5743668,1,3
page168_M-527_B_c1_sym_001,page168_M-527_B_c1,-0.9099735,-0.99227387,1,10
page168_M-528_A_c0_sym_001,page168_M-528_A_c0,0.14687456,-0.002092374,1,24
page169_M-529_A_c0_sym_001,page169_M-529_A_c0,4.2064,2.9866052,1,3
page169_M-529_A_c0_sym_002,page169_M-529_A_c0,0.040081985,-0.34135735,2,22
page169_M-529_A_c0_sym_003,page169_M-529_A_c0,-0.7309744,-0.8506788,3,30
page169_M-529_A_c0_sym_004,page169_M-529_A_c0,-1.4544816,-1.1698819,4,9
page169_M-529_A_c0_sym_005,page169_M-529_A_c0,-2.9737236,-1.2937126,5,5
page169_M-529_A_c0_sym_006,page169_M-529_A_c0,-0.560862,-0.74821836,6,30
page169_M-529_A_c0_sym_007,page169_M-529_A_c0,-0.68865615,-0.8124494,7,16
page169_M-529_A_c0_sym_008,page169_M-529_A_c0,0.3134337,-0.12090526,8,22
page169_M-529_A_c0_sym_009,page169_M-529_A_c0,-0.0324509,-0.3640605,9,1
page169_M-529_A_c0_sym_010,page169_M-529_A_c0,2.320602,1.4718764,10,37
page169_M-529_B_c1_sym_001,page169_M-529_B_c1,2.2770517,1.4848634,1,25
page169_M-529_B_c1_sym_002,page169_M-529_B_c1,-0.53300977,-0.7522062,2,30
page169_M-529_B_c1_sym_003,page169_M-529_B_c1,2.6407204,1.7771136,3,37
page169_M-530_A_c0_sym_001,page169_M-530_A_c0,4.2064,2.9866052,1,3
page169_M-530_A_c0_sym_002,page169_M-530_A_c0,0.040081985,-0.34135735,2,22
page169_M-530_A_c0_sym_003,page169_M-530_A_c0,-0.7309744,-0.8506788,3,30
page169_M-530_A_c0_sym_004,page169_M-530_A_c0,-1.4544816,-1.1698819,4,9
page169_M-530_A_c0_sym_005,page169_M-530_A_c0,-2.9737236,-1.2937126,5,5
page169_M-530_A_c0_sym_006,page169_M-530_A_c0,-0.560862,-0.74821836,6,30
page169_M-530_A_c0_sym_007,page169_M-530_A_c0,-0.68865615,-0.8124494,7,16
page169_M-530_A_c0_sym_008,page169_M-530_A_c0,0.3134337,-0.12090526,8,22
page169_M-530_A_c0_sym_009,page169_M-530_A_c0,-0.0324509,-0.3640605,9,1
page169_M-530_A_c0_sym_010,page169_M-530_A_c0,2.320602,1.4718764,10,37
page169_M-530_B_c1_sym_001,page169_M-530_B_c1,0.28097647,-0.0954562,1,22
page169_M-530_B_c1_sym_002,page169_M-530_B_c1,-0.6563603,-0.65989894,2,30
page170_M-533_B_c1_sym_001,page170_M-533_B_c1,3.3055556,2.236291,1,37
page170_M-534_A_c0_sym_001,page170_M-534_A_c0,-1.2027748,-1.0771378,1,16
page170_M-534_A_c0_sym_002,page170_M-534_A_c0,-1.0325446,-1.0700192,2,10
page170_M-534_A_c0_sym_003,page170_M-534_A_c0,-0.8612811,-0.8842658,3,30
page170_M-534_A_c0_sym_004,page170_M-534_A_c0,-1.1574299,-1.1344985,4,10
page170_M-534_A_c0_sym_005,page170_M-534_A_c0,-1.0408874,-1.0089672,5,10
page171_M-537_A_c0_sym_001,page171_M-537_A_c0,3.877923,2.677143,1,26
page171_M-537_B_c1_sym_001,page171_M-537_B_c1,3.8736267,2.6731107,1,26
page171_M-538_A_c0_sym_001,page171_M-538_A_c0,3.877923,2.677143,1,26
page171_M-538_B_c1_sym_001,page171_M-538_B_c1,3.8736267,2.6731107,1,26
page172_M-541_A_c0_sym_001,page172_M-541_A_c0,4.506319,3.2374947,1,3
page172_M-541_B_c1_sym_001,page172_M-541_B_c1,0.7269289,0.37797502,1,20
page172_M-541_B_c1_sym_002,page172_M-541_B_c1,0.83611685,0.30197835,2,38
page172_M-541_B_c1_sym_003,page172_M-541_B_c1,-0.2980152,-0.5590859,3,1
page172_M-541_B_c1_sym_004,page172_M-541_B_c1,0.028967232,-0.34400678,4,22
page172_M-541_B_c1_sym_005,page172_M-541_B_c1,3.762678,2.6312091,5,3
page172_M-542_B_c0_sym_001,page172_M-542_B_c0,0.7269289,0.37797502,1,20
page172_M-542_B_c0_sym_002,page172_M-542_B_c0,0.83611685,0.30197835,2,38
page172_M-542_B_c0_sym_003,page172_M-542_B_c0,-0.2980152,-0.5590859,3,1
page172_M-542_B_c0_sym_004,page172_M-542_B_c0,0.028967232,-0.34400678,4,22
page172_M-542_B_c0_sym_005,page172_M-542_B_c0,3.762678,2.6312091,5,3
page172_M-543_B_c1_sym_001,page172_M-543_B_c1,-1.3676205,-1.1552095,1,10
page173_M-3547_A_c0_sym_001,page173_M-3547_A_c0,3.0635214,2.0757906,1,37
page173_M-545_A_c0_sym_001,page173_M-545_A_c0,3.0635214,2.0757906,1,37
page173_M-546_A_c0_sym_001,page173_M-546_A_c0,3.0635214,2.0757906,1,37
page173_M-548_A_c0_sym_001,page173_M-548_A_c0,-1.2750229,-0.5409597,1,0
page174_M-549_A_c0_sym_001,page174_M-549_A_c0,0.11781659,-0.09117876,1,24
page174_M-549_A_c0_sym_002,page174_M-549_A_c0,1.280915,0.5726271,2,21
page174_M-549_B_c1_sym_001,page174_M-549_B_c1,-0.3125412,-0.52252156,1,30
page174_M-549_B_c1_sym_002,page174_M-549_B_c1,-2.9592702,-1.2944428,2,5
page174_M-549_B_c1_sym_003,page174_M-549_B_c1,-0.090742335,-0.39787152,3,1
page174_M-549_B_c1_sym_004,page174_M-549_B_c1,4.446182,3.1142294,4,26
page174_M-550_B_c1_sym_001,page174_M-550_B_c1,-1.5553153,-0.5865197,1,0
page174_M-551_B_c0_sym_001,page174_M-551_B_c0,-1.5553153,-0.5865197,1,0
page174_M-552_B_c1_sym_001,page174_M-552_B_c1,-1.5553153,-0.5865197,1,0
page175_M-553_B_c1_sym_001,page175_M-553_B_c1,-0.91805416,-0.9387021,1,10
page175_M-553_B_c1_sym_002,page175_M-553_B_c1,-0.7197476,-0.8094335,2,30
page175_M-554_B_c1_sym_001,page175_M-554_B_c1,-0.91805416,-0.9387021,1,10
page175_M-554_B_c1_sym_002,page175_M-554_B_c1,-0.7197476,-0.8094335,2,30
page175_M-555_B_c1_sym_001,page175_M-555_B_c1,-1.2310024,-1.1624106,1,16
page175_M-556_A_c0_sym_001,page175_M-556_A_c0,-1.0595723,-1.12095,1,10
page175_M-556_B_c1_sym_001,page175_M-556_B_c1,-1.1586697,-1.1446992,1,10
page175_M-556_B_c1_sym_002,page175_M-556_B_c1,-0.44189218,-0.5388766,2,24
page176_M-557_B_c0_sym_001,page176_M-557_B_c0,-1.1557474,-0.91586626,1,16
page176_M-558_A_c0_sym_001,page176_M-558_A_c0,0.24653912,-0.15857609,1,22
page176_M-558_A_c0_sym_002,page176_M-558_A_c0,0.09807105,-0.26417744,2,29
page176_M-558_B_c1_sym_001,page176_M-558_B_c1,-1.1557474,-0.91586626,1,16
page176_M-559_A_c0_sym_001,page176_M-559_A_c0,-1.0710062,-0.82552654,1,16
page176_M-560_A_c0_sym_001,page176_M-560_A_c0,-1.0710062,-0.82552654,1,16
page177_M-563_B_c1_sym_001,page177_M-563_B_c1,-2.9623284,-1.2940431,1,5
page177_M-564_A_c0_sym_001,page177_M-564_A_c0,-0.97562754,-0.9456911,1,16
page177_M-564_B_c1_sym_001,page177_M-564_B_c1,-2.9623284,-1.2940431,1,5
page178_M-545_B_c1_sym_001,page178_M-545_B_c1,3.9971251,2.7851515,1,26
page178_M-565_A_c0_sym_001,page178_M-565_A_c0,3.688603,2.5424137,1,26
page180_M-576_A_c0_sym_001,page180_M-576_A_c0,-1.0758661,-1.1233965,1,10
page180_M-576_A_c0_sym_002,page180_M-576_A_c0,-1.1231841,-1.1313081,2,10
page180_M-576_B_c1_sym_001,page180_M-576_B_c1,-2.3668125,-1.1639642,1,23
page180_M-576_B_c1_sym_002,page180_M-576_B_c1,-1.5412942,-1.0572128,2,9
page181_M-577_A_bis_c0_sym_001,page181_M-577_A_bis_c0,-1.1857171,-1.0030657,1,16
page181_M-577_B_bis_c1_sym_001,page181_M-577_B_bis_c1,-0.90773135,-0.94701993,1,10
page181_M-577_B_c0_sym_001,page181_M-577_B_c0,-0.90773135,-0.94701993,1,10
page181_M-578_A_bis_c0_sym_001,page181_M-578_A_bis_c0,1.203414,0.6909768,1,20
page181_M-578_A_c0_sym_001,page181_M-578_A_c0,-1.1857171,-1.0030657,1,16
page182_M-579_B_c0_sym_001,page182_M-579_B_c0,-1.2837821,-1.150476,1,10
page182_M-579_B_c0_sym_002,page182_M-579_B_c0,-1.0816427,-1.1240832,2,10
page182_M-580_B_c1_sym_001,page182_M-580_B_c1,-1.2837821,-1.150476,1,10
page182_M-580_B_c1_sym_002,page182_M-580_B_c1,-1.0816427,-1.1240832,2,10
page182_M-581_A_c0_sym_001,page182_M-581_A_c0,0.05401256,-0.2612486,1,22
page182_M-581_A_c0_sym_002,page182_M-581_A_c0,0.99915427,0.36972725,2,21
page183_M-582_B_c0_sym_001,page183_M-582_B_c0,-1.138475,-1.1311455,1,10
page183_M-583_A_c0_sym_001,page183_M-583_A_c0,0.5584557,0.13156879,1,24
page183_M-583_A_c0_sym_002,page183_M-583_A_c0,0.98133427,0.4838489,2,20
page183_M-583_A_c0_sym_003,page183_M-583_A_c0,2.9335918,1.9720018,3,37
page183_M-583_A_c0_sym_004,page183_M-583_A_c0,-0.98240906,-0.9076782,4,16
page183_M-583_A_c0_sym_005,page183_M-583_A_c0,-1.2584935,-1.1469871,5,10
page183_M-583_A_c0_sym_006,page183_M-583_A_c0,0.13502441,-0.19081731,6,22
page183_M-583_A_c0_sym_007,page183_M-583_A_c0,1.2464056,0.637541,7,38
page183_M-583_A_c0_sym_008,page183_M-583_A_c0,-0.8962266,-0.8832801,8,30
page183_M-583_A_c0_sym_009,page183_M-583_A_c0,0.9324429,0.3486077,9,7
page183_M-583_A_c0_sym_010,page183_M-583_A_c0,-0.48100266,-0.6301536,10,30
page183_M-583_A_c0_sym_011,page183_M-583_A_c0,-1.012773,-1.044815,11,10
page183_M-583_A_c0_sym_012,page183_M-583_A_c0,0.52023375,0.076969884,12,22
page183_M-583_A_c0_sym_013,page183_M-583_A_c0,-0.02125601,-0.37188053,13,22
page183_M-583_A_c0_sym_014,page183_M-583_A_c0,-5.745277,3.8462934,14,39
page183_M-583_A_c0_sym_015,page183_M-583_A_c0,-1.4324173,-1.167483,15,9
page183_M-583_A_c0_sym_016,page183_M-583_A_c0,-2.1577132,-1.2116636,16,9
page183_M-584_B_c0_sym_001,page183_M-584_B_c0,0.5584557,0.13156879,1,24
page183_M-584_B_c0_sym_002,page183_M-584_B_c0,0.98133427,0.4838489,2,20
page183_M-584_B_c0_sym_003,page183_M-584_B_c0,2.9335918,1.9720018,3,37
page183_M-584_B_c0_sym_004,page183_M-584_B_c0,-0.98240906,-0.9076782,4,16
page183_M-584_B_c0_sym_005,page183_M-584_B_c0,-1.2584935,-1.1469871,5,10
page183_M-584_B_c0_sym_006,page183_M-584_B_c0,0.13502441,-0.19081731,6,22
page183_M-584_B_c0_sym_007,page183_M-584_B_c0,1.2464056,0.637541,7,38
page183_M-584_B_c0_sym_008,page183_M-584_B_c0,-0.8962266,-0.8832801,8,30
page183_M-584_B_c0_sym_009,page183_M-584_B_c0,0.9324429,0.3486077,9,7
page183_M-584_B_c0_sym_010,page183_M-584_B_c0,-0.48100266,-0.6301536,10,30
page183_M-584_B_c0_sym_011,page183_M-584_B_c0,-1.012773,-1.044815,11,10
page183_M-584_B_c0_sym_012,page183_M-584_B_c0,0.52023375,0.076969884,12,22
page183_M-584_B_c0_sym_013,page183_M-584_B_c0,-0.02125601,-0.37188053,13,22
page183_M-584_B_c0_sym_014,page183_M-584_B_c0,-5.745277,3.8462934,14,39
page183_M-584_B_c0_sym_015,page183_M-584_B_c0,-1.4324173,-1.167483,15,9
page183_M-584_B_c0_sym_016,page183_M-584_B_c0,-2.1577132,-1.2116636,16,9
page184_E-2_S_c0_sym_001,page184_E-2_S_c0,-0.83331823,-0.7227275,1,30
page184_M-586_A_c0_sym_001,page184_M-586_A_c0,-0.83331823,-0.7227275,1,30
page184_M-587_A_c0_sym_001,page184_M-587_A_c0,-0.7464136,-0.8165881,1,30
page184_M-587_A_c0_sym_002,page184_M-587_A_c0,-1.4347808,-1.1828487,2,16
page184_M-587_A_c0_sym_003,page184_M-587_A_c0,-1.0219535,-1.1149055,3,10
page185_M-591_B_c0_sym_001,page185_M-591_B_c0,-0.72494537,-0.845594,1,30
page186_M-504_A_bis_c0_sym_001,page186_M-504_A_bis_c0,-0.02828663,-0.34116253,1,22
page186_M-504_A_bis_c0_sym_002,page186_M-504_A_bis_c0,-0.88016474,-0.6434101,2,16
page186_M-592_B_c0_sym_001,page186_M-592_B_c0,2.3741148,1.5314425,1,37
page186_M-594_A_c0_sym_001,page186_M-594_A_c0,-0.02828663,-0.34116253,1,22
page186_M-594_A_c0_sym_002,page186_M-594_A_c0,-0.88016474,-0.6434101,2,16
page186_M-596_A_c0_sym_001,page186_M-596_A_c0,-0.02828663,-0.34116253,1,22
page186_M-596_A_c0_sym_002,page186_M-596_A_c0,-0.88016474,-0.6434101,2,16
page186_M-597_A_c0_sym_001,page186_M-597_A_c0,-0.02828663,-0.34116253,1,22
page186_M-597_A_c0_sym_002,page186_M-597_A_c0,-0.88016474,-0.6434101,2,16
page187_M-599_B_c1_sym_001,page187_M-599_B_c1,1.6159005,1.0308311,1,11
page187_M-600_B_c1_sym_001,page187_M-600_B_c1,1.6159005,1.0308311,1,11
page187_M-601_B_c1_sym_001,page187_M-601_B_c1,1.6159005,1.0308311,1,11
page187_M-602_A_c0_sym_001,page187_M-602_A_c0,3.0248425,2.0123162,1,17
page187_M-602_A_c0_sym_002,page187_M-602_A_c0,0.38123336,-0.06281084,2,29
page187_M-602_A_c0_sym_003,page187_M-602_A_c0,0.81962425,0.23413338,3,7
page187_M-602_A_c0_sym_004,page187_M-602_A_c0,-1.0811322,-1.1244051,4,10
page187_M-602_A_c0_sym_005,page187_M-602_A_c0,-0.054972515,-0.3729634,5,1
page187_M-602_A_c0_sym_006,page187_M-602_A_c0,1.1205181,0.47256455,6,7
page187_M-602_A_c0_sym_007,page187_M-602_A_c0,-5.4921775,-1.6880358,7,15
page187_M-602_A_c0_sym_008,page187_M-602_A_c0,-0.12452612,-0.41878325,8,1
page187_M-602_A_c0_sym_009,page187_M-602_A_c0,-0.93800235,-0.99819374,9,10
page187_M-602_A_c0_sym_010,page187_M-602_A_c0,1.2778761,0.60391176,10,7
page187_M-602_A_c0_sym_011,page187_M-602_A_c0,-0.5866204,-0.7593751,11,30
page187_M-602_A_c0_sym_012,page187_M-602_A_c0,-2.8914902,-1.2815744,12,5
page187_M-602_A_c0_sym_013,page187_M-602_A_c0,2.2434778,1.361163,13,35
page187_M-602_A_c0_sym_014,page187_M-602_A_c0,-0.008112945,-0.33662724,14,22
page187_M-602_A_c0_sym_015,page187_M-602_A_c0,-1.1418381,-1.0327067,15,16
page187_M-602_A_c0_sym_016,page187_M-602_A_c0,1.1584935,0.6276195,16,20
page187_M-602_A_c0_sym_017,page187_M-602_A_c0,-2.9905202,-1.2791044,17,5
page187_M-602_A_c0_sym_018,page187_M-602_A_c0,2.3749416,1.5781089,18,25
page187_M-602_A_c0_sym_019,page187_M-602_A_c0,0.51590276,0.0113519905,19,29
page187_M-602_A_c0_sym_020,page187_M-602_A_c0,-0.49735993,-0.68899786,20,30
page187_M-602_A_c0_sym_021,page187_M-602_A_c0,-0.38106295,-0.6120817,21,1
page187_M-602_A_c0_sym_022,page187_M-602_A_c0,-1.7110664,-1.1957026,22,9
page187_M-602_A_c0_sym_023,page187_M-602_A_c0,1.920696,1.1926584,23,20
page187_M-602_A_c0_sym_024,page187_M-602_A_c0,-1.0820408,-1.1238843,24,10
page187_M-602_A_c0_sym_025,page187_M-602_A_c0,-2.842066,-1.286062,25,5
page187_M-602_A_c0_sym_026,page187_M-602_A_c0,-0.2588406,-0.4709122,26,1
page187_M-602_A_c0_sym_027,page187_M-602_A_c0,-0.3282018,-0.5801243,27,1
page187_M-602_A_c0_sym_028,page187_M-602_A_c0,0.8441991,0.35707512,28,38
page187_M-602_A_c0_sym_029,page187_M-602_A_c0,0.66334736,0.2436239,29,24
page187_M-602_A_c0_sym_030,page187_M-602_A_c0,-2.8621025,-1.2876803,30,5
page187_M-602_A_c0_sym_031,page187_M-602_A_c0,0.8078927,0.2522079,31,7
page187_M-602_A_c0_sym_032,page187_M-602_A_c0,0.12519883,-0.24801637,32,22
page187_M-602_B_c1_sym_001,page187_M-602_B_c1,2.1614716,1.4113036,1,37
page188_M-5_B_c1_sym_001,page188_M-5_B_c1,1.8521446,1.1712027,1,11
page188_M-604_B_bis_c0_sym_001,page188_M-604_B_bis_c0,1.8521446,1.1712027,1,11
page188_M-605_A_c0_sym_001,page188_M-605_A_c0,1.638725,1.0184406,1,11
page188_M-606_A_c0_sym_001,page188_M-606_A_c0,-1.1075172,-1.1284112,1,10
page188_M-606_B_c1_sym_001,page188_M-606_B_c1,1.4725683,0.8865122,1,36
page188_M-6_c0_sym_001,page188_M-6_c0,1.8521446,1.1712027,1,11
page189_M-613_A_c2_sym_001,page189_M-613_A_c2,1.5452247,0.7728907,1,7
page189_M-613_A_c2_sym_002,page189_M-613_A_c2,1.7096832,0.85352224,2,21
page189_M-613_A_c2_sym_003,page189_M-613_A_c2,1.426334,0.78992325,3,20
page189_M-613_A_c2_sym_004,page189_M-613_A_c2,0.9179849,0.29978508,4,7
page189_M-613_A_c2_sym_005,page189_M-613_A_c2,0.041098338,-0.32482287,5,22
page189_M-613_A_c2_sym_006,page189_M-613_A_c2,-0.011727107,-0.3123731,6,1
page189_M-613_A_c2_sym_007,page189_M-613_A_c2,1.8965478,1.1048164,7,35
page189_M-613_A_c2_sym_008,page189_M-613_A_c2,1.3748467,0.7485212,8,20
page189_M-613_A_c2_sym_009,page189_M-613_A_c2,1.2304783,0.6177621,9,38
page189_M-613_A_c2_sym_010,page189_M-613_A_c2,0.74942315,0.16591527,10,29
page189_M-613_A_c2_sym_011,page189_M-613_A_c2,0.68413126,0.14009577,11,29
page189_M-613_A_c2_sym_012,page189_M-613_A_c2,0.9912585,0.34687018,12,7
page189_M-613_A_c2_sym_013,page189_M-613_A_c2,0.6791707,0.13232705,13,29
page189_M-613_A_c2_sym_014,page189_M-613_A_c2,0.46255267,0.005466909,14,24
page189_M-613_A_c2_sym_015,page189_M-613_A_c2,0.5046397,0.0013503433,15,29
page189_M-613_A_c2_sym_016,page189_M-613_A_c2,0.90450597,0.29585883,16,7
page193_H-1_A_c0_sym_001,page193_H-1_A_c0,-0.4587936,-0.60246944,1,30
page193_H-1_A_c0_sym_002,page193_H-1_A_c0,-1.010686,-1.0915929,2,10
page194_H-2_A_c0_sym_001,page194_H-2_A_c0,4.1298323,2.8777962,1,3
page196_H-4_A_c0_sym_001,page196_H-4_A_c0,-1.1371776,-1.1316804,1,10
page206_H-17_a_c0_sym_001,page206_H-17_a_c0,0.36009347,0.034824327,1,24
page207_H-18_a_c1_sym_001,page207_H-18_a_c1,1.633666,0.87920725,1,35
